"site","cushion","code","sample","cushion.open","diam1","diam2","area","Adesmia echinus","Adesmia sp 2","Adesmia subterranea","Azorella madreporica","Calandrinia caespitosa","Calandrinia sp","Carex sp","Cerastium arvense","Chaetanthera lycopodioides","Chaetanthera pentacaenoides","Crucifera","Erigeron andicola","Gayophytum micranthum","Hordeum comosum","Jarava chrysophylla","Kurzamra pulchella","Menonvillea sp","Montiopsis copiapina","Nassauvia cumingii","Olsynium junceum","Oxalis sp","Phacelia secunda","Poa holciformis","Senecio sp","Trisetum oreophilum","Viola montagnei","Viola philippii"
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,75,"open",,,16.82322866,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,76,"open",,,35.2565235549,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,77,"open",,,33.1830724035,,,,,,,,,,,,,,,,,,,,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,78,"open",,,25.7296438329,,,,,,,,,,,,,,1,,,,,,,,,2,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,79,"open",,,28.4785374048,,,,,,,,,,,,,,,,,,,,,,,4,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,80,"open",,,71.7461222264,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,81,"open",,,22.0618344098,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,82,"open",,,36.1754394061,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,83,"open",,,17.3494454294,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,84,"open",,,3.7306412761,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,85,"open",,,20.6009938259,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,86,"open",,,11.2154857733,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,87,"open",,,76.5920288945,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,88,"open",,,3.133738672,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,89,"open",,,13.9486713819,,,,,,,,,,,,,,2,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,90,"open",,,9.7389372261,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,91,"open",,,14.3256625004,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,92,"open",,,4.9087385212,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,93,"open",,,40.7150407905,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,94,"open",,,32.3976742401,,,,,,,,,,,,,,,,,,,1,,,,1,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,95,"open",,,34.9188023447,,,,,,,,,,1,,,,,,,,,,,,,3,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,96,"open",,,8.0424771932,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,97,"open",,,6.157521601,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,98,"open",,,7.5476763502,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,99,"open",,,11.9380520836,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"Adesmia subterranea 4000 m ELQUI","Adesmia subterranea",9,100,"open",,,27.3004401597,,,,,,,,,,1,,,,,,,,,,,,,,,,,
